sex,age,region,agglomeration_type,personal_situation,main_profession,employment_status,internet_frequency,cultural_frequency,legality_type,legality_evolution,payment_type,monthly_spending,devices_films_series,vpn_usage,cracked_apps_usage,streaming_download_type,dns_settings_usage,paid_services_access,household_size,children_count,household_status,age_group,generation,children_count_numeric,household_size_numeric,has_children,family_stage,urbanity_bucket,internet_intensity_score,cultural_frequency_score,legality_score,payment_orientation_score,paid_access_score,vpn_score,dns_score,download_risk_score,cracked_apps_score,module_completion_rate,response_depth_score,engagement_score,risk_behavior_score,monetization_score,raw_content_paid_score,raw_content_category_count,raw_device_diversity,raw_illicit_channel_count,raw_illicit_frequency_mean,raw_illicit_method_count,raw_stream_ripping_score,raw_legal_offer_advantage_count,raw_legal_motivation_count,raw_behavioral_coverage_rate,content_depth_score,raw_risk_intensity_score,legal_value_perception_score,paying_user,hybrid_access_user,risky_behavior_user,payment_bucket,access_style,value_tier,high_value_user,under_monetized_engaged_user,consumer_segment,consumer_profile
Male,42,Île-de-France,Autres / hors unité urbaine,actif,Ouvriers de manutention et du transport,Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,autant,15.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,35-49,Millennial,0,1,False,Single / other,Other,7,3.0,1.0,3.0,1.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.7,3.4,10,8,0,0.0,0,5.0,0,0,0.17437722419928825,0.47731316725978645,5.0,0,True,False,True,Balanced,Unspecified,Mid spender,False,False,Low Engagement Users,Millennial | Balanced | without children
Female,30,Bourgogne-Franche-Comté,Ville moyenne (50k–100k hab.),actif,Ouvriers qualifiés de type industriel,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,100.0,,jamais,Non,souvent payante,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,25-34,Millennial,0,2,False,Couple without children,Urban,7,4.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.5,3.5,4,5,0,0.0,0,4.666666666666667,0,0,0.1103202846975089,0.21434608540925265,4.666666666666667,0,True,False,True,Free-oriented,Legal Free,Top spender,True,False,Low Engagement Users,Millennial | Free-oriented | without children
Female,45,Grand Est,Rural isolé,actif,Professions intermédiaires administratives de la fonction publique,Salarié de l’État,Plusieurs fois par jour,,,autant légale,,20.0,Sur d’autres appareils,jamais,Non,payante,Jamais,compte partagé,1 personne,Aucun,célibataire,35-49,Gen X,0,1,False,Single / other,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,2.0,2,2,0,0.0,0,5.0,0,0,0.03914590747330961,0.09924377224199288,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,True,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,35,Bourgogne-Franche-Comté,Ville moyenne (50k–100k hab.),actif,Employés de commerce,Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,35.0,,occasionnellement,Non,Autant,De temps en temps,compte partagé,3 personnes,1,couple,35-49,Millennial,1,3,True,Family with children,Urban,7,0.0,0.0,0.0,1.0,2,1,1.0,0.0,0.7,7,0.65,4.0,0.4,5.0,3,2,0,0.0,0,3.0,0,0,0.06405693950177936,0.1442170818505338,3.0,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,54,Grand Est,Rural isolé,actif,Professions intermédiaires de la santé et du travail social,Salarié d’un hôpital public,Plusieurs fois par jour,,,autant légale,,15.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,4.0,2,2,0,0.0,0,5.0,0,0,0.060498220640569395,0.1056494661921708,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,51,Auvergne-Rhône-Alpes,Rural isolé,actif,Professions libérales de la santé,Salarié du privé ou association,1 fois par jour ou presque,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Rural,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.3857142857142857,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,56,Bourgogne-Franche-Comté,Bourg / petite agglomération,actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,50-64,Gen X,0,1,False,Single / other,Other,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,1,1,0,0.0,0,5.0,0,0,0.03558718861209965,0.05442615658362989,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,41,Auvergne-Rhône-Alpes,Rural isolé,chômeur,Employés de commerce,Salarié d’entreprise publique,Plusieurs fois par jour,,,davantage légale,,5.0,,jamais,Non,payante,Jamais,compte partagé,5 personnes,3,couple,35-49,Millennial,3,5,True,Family with children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,2.0,1,0,0,0.0,0,5.0,0,0,0.014234875444839857,0.04177046263345195,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Male,49,Occitanie,Paris et grandes métropoles,actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,,,autant légale,,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,35-49,Gen X,0,2,False,Couple without children,Metro,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,4,2,0,0.0,0,5.0,0,0,0.06761565836298933,0.1827846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,61,Pays de la Loire,Rural isolé,actif,"Contremaîtres, agents de maîtrise",Salarié du privé ou association,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,3 personnes,Aucun,couple,50-64,Boomer+,0,3,False,Couple without children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,53,Provence-Alpes-Côte d’Azur,Rural isolé,Primo-demandeur,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,10.0,,jamais,Non,payante,De temps en temps,,2 personnes,Aucun,célibataire,50-64,Gen X,0,2,False,Single / other,Rural,7,4.0,1.0,1.0,0.0,0,1,0.0,0.0,0.9,9,1.0,1.0,0.4,1.0,2,2,0,0.0,0,5.0,0,0,0.060498220640569395,0.1056494661921708,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,58,Auvergne-Rhône-Alpes,Rural isolé,actif,"Techniciens (géomètres, dessinateurs, etc.)",Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,33.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Jamais,abonné,3 personnes,Aucun,couple,50-64,Gen X,0,3,False,Couple without children,Rural,7,0.0,0.0,0.0,2.0,1,0,0.0,0.0,0.7,7,0.65,1.0,0.5,1.5,4,3,0,0.0,0,5.0,0,0,0.08896797153024912,0.1954403914590747,5.0,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,56,Pays de la Loire,Rural isolé,chômeur,Services directs aux particuliers,Salarié de l’État,Plusieurs fois par jour,,,autant légale,,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,couple,50-64,Gen X,0,1,False,Couple without children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,2,1,0,0.0,0,5.0,0,0,0.03914590747330961,0.09299377224199289,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,54,Bourgogne-Franche-Comté,Petite ville (20k–50k hab.),actif,Professions intermédiaires administratives de la fonction publique,Salarié de l’État,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,10.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,4 personnes,1,couple,50-64,Gen X,1,4,True,Family with children,Urban,7,4.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,1.0,0.0,0.4,1.375,8,4,0,0.0,0,5.0,0,0,0.12455516014234876,0.36236654804270463,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,61,Île-de-France,Autres / hors unité urbaine,retraite,Employés de commerce,,1 fois par jour ou presque,,,autant légale,,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,50-64,Boomer+,0,1,False,Single / other,Other,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.3857142857142857,0.0,0.0,1.0,1,0,0,0.0,0,5.0,0,0,0.014234875444839857,0.04177046263345195,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,64,Pays de la Loire,Bourg / petite agglomération,retraite,Ingénieurs et cadres techniques d'entreprise,,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,souvent payante,Jamais,abonné,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Other,7,3.0,1.0,1.0,2.0,0,0,0.0,0.0,1.0,10,0.7124999999999999,0.0,0.30000000000000004,1.0,3,2,0,0.0,0,4.0,0,0,0.06405693950177936,0.1442170818505338,4.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Boomer+ | Free-oriented | without children
Female,59,Île-de-France,Autres / hors unité urbaine,actif,Professions intermédiaires administratives de la fonction publique,Salarié de l’État,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,1,célibataire,50-64,Gen X,1,1,True,Family with children,Other,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Male,61,Provence-Alpes-Côte d’Azur,Grande ville (100k–500k hab.),retraite,Ouvriers qualifiés de type industriel,,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Urban,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Male,41,Occitanie,Grande ville (100k–500k hab.),actif,"Techniciens (géomètres, dessinateurs, etc.)",Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,davantage légale,gratuit,5.0,Sur d’autres appareils,jamais,Non,souvent payante,Jamais,compte partagé,4 personnes,2,couple,35-49,Millennial,2,4,True,Family with children,Urban,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.5,3.2857142857142856,7,8,0,0.0,0,4.333333333333333,0,0,0.12099644128113879,0.3487989323843416,4.333333333333333,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,48,Bourgogne-Franche-Comté,Paris et grandes métropoles,actif,"Professeurs des écoles, instituteurs",Salarié de l’État,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,30.0,,jamais,Non,souvent payante,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,35-49,Gen X,0,1,False,Single / other,Metro,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.5,2.0,6,5,0,0.0,0,4.666666666666667,0,0,0.1387900355871886,0.2978870106761566,4.666666666666667,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,57,Pays de la Loire,Bourg / petite agglomération,homme au foyer,,,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Other,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,61,Auvergne-Rhône-Alpes,Rural isolé,chômeur,Services directs aux particuliers,Salarié d’un particulier,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,4 personnes,Aucun,couple,50-64,Boomer+,0,4,False,Couple without children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.45,0.0,0.1,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,59,Pays de la Loire,Rural isolé,actif,Employés administratifs d'entreprise,Salarié de la Sécurité sociale,3 à 5 fois par semaine,,,autant légale,,50.0,Sur d’autres appareils,régulièrement,Non,Autant,Jamais,,1 personne,Aucun,célibataire,50-64,Gen X,0,1,False,Single / other,Rural,5,0.0,0.0,0.0,0.0,3,0,1.0,0.0,0.6,6,0.5214285714285715,4.0,0.3,3.0,1,0,0,0.0,0,3.3333333333333335,0,0,0.014234875444839857,0.04177046263345195,3.3333333333333335,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Casual Value Seekers,Gen X | Free-oriented | without children
Male,50,Pays de la Loire,Rural isolé,actif,Professions intermédiaires commerciales et administratives,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,payante,100.0,,régulièrement,Non,payante,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Rural,7,4.0,1.0,5.0,1.0,3,0,0.0,0.0,1.0,10,1.0,3.0,0.8999999999999999,5.0,5,5,0,0.0,0,5.0,0,0,0.11387900355871886,0.2529137010676157,5.0,0,True,False,True,Paid-oriented,Legal Paid,Top spender,True,False,Low Engagement Users,Gen X | Paid-oriented | without children
Male,62,Nouvelle-Aquitaine,Bourg / petite agglomération,retraite,"Professeurs des écoles, instituteurs",,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,occasionnellement,Non,souvent payante,Jamais,compte partagé,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Other,7,3.0,1.0,1.0,1.0,2,0,0.0,0.0,1.0,10,0.7124999999999999,2.0,0.2,1.2,5,5,0,0.0,0,4.666666666666667,0,0,0.09252669039145907,0.24650800711743773,4.666666666666667,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Boomer+ | Free-oriented | without children
Female,54,Occitanie,Rural isolé,actif,"Contremaîtres, agents de maîtrise",Salarié du privé ou association,Plusieurs fois par jour,,,moins légale,,0.0,Sur d’autres appareils,jamais,Non,souvent payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,2,1,0,0.0,0,4.333333333333333,0,0,0.03914590747330961,0.09299377224199289,4.333333333333333,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,47,Provence-Alpes-Côte d’Azur,Petite ville (20k–50k hab.),actif,Services directs aux particuliers,Chef d'entreprise à son compte,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,35-49,Gen X,0,1,False,Single / other,Urban,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.45,0.0,0.1,1.0,1,1,0,0.0,0,5.0,0,0,0.03558718861209965,0.05442615658362989,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,44,Pays de la Loire,Bourg / petite agglomération,autre,,,Plusieurs fois par jour,,,autant légale,,0.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,,3 personnes,1,célibataire,35-49,Millennial,1,3,True,Family with children,Other,7,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.6,6,0.45,1.0,0.0,1.0,4,3,0,0.0,0,5.0,0,0,0.06761565836298933,0.1890346975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,63,Occitanie,Paris et grandes métropoles,retraite,Cadres d'entreprise (administratifs et commerciaux),,Plusieurs fois par jour,,,autant légale,,0.0,,occasionnellement,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Metro,7,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.6,6,0.45,2.0,0.0,1.0,3,3,0,0.0,0,5.0,0,0,0.08540925266903915,0.15687277580071174,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,37,Provence-Alpes-Côte d’Azur,Rural isolé,actif,Ouvriers qualifiés de type artisanal,Salarié du privé ou association,Plusieurs fois par jour,1 à 3 fois par mois,Légale,autant légale,gratuit,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,4 personnes,2,couple,35-49,Millennial,2,4,True,Family with children,Rural,7,2.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,0.625,0.0,0.1,1.0,2,2,0,0.0,0,5.0,0,0,0.060498220640569395,0.1056494661921708,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,28,Nouvelle-Aquitaine,Paris et grandes métropoles,actif,Employés de commerce,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,15.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,4 personnes,2,couple,25-34,Gen Z,2,4,True,Family with children,Metro,7,4.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.5,1.5,6,6,0,0.0,0,5.0,0,0,0.1387900355871886,0.3041370106761566,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,33,Nouvelle-Aquitaine,Ville moyenne (50k–100k hab.),actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,davantage légale,gratuit,6.0,Sur d’autres appareils,ancien utilisateur,Non,souvent payante,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,25-34,Millennial,0,1,False,Single / other,Urban,7,3.0,1.0,1.0,1.0,1,0,0.0,0.0,1.0,10,0.9124999999999999,1.0,0.5,1.6,5,5,0,0.0,0,4.0,0,0,0.11387900355871886,0.2529137010676157,4.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | without children
Male,63,Provence-Alpes-Côte d’Azur,Rural isolé,retraite,Ouvriers qualifiés de type industriel,,Moins souvent,,,davantage légale,,0.0,,jamais,Non,payante,Jamais,,3 personnes,Aucun,couple,50-64,Boomer+,0,3,False,Couple without children,Rural,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.06428571428571428,0.0,0.0,1.0,1,1,0,0.0,0,5.0,0,0,0.03558718861209965,0.05442615658362989,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,46,Bourgogne-Franche-Comté,Grande ville (100k–500k hab.),actif,Professions intermédiaires de la santé et du travail social,Salarié du privé ou association,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,5 personnes,3,couple,35-49,Gen X,3,5,True,Family with children,Urban,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,43,Nouvelle-Aquitaine,Rural isolé,homme au foyer,,,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,,0.0,,occasionnellement,,,Je ne sais pas ce que c’est,,4 personnes,2,couple,35-49,Millennial,2,4,True,Family with children,Rural,7,3.0,1.0,0.0,0.0,2,0,0.0,0.0,0.6,6,0.7124999999999999,2.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
